Container is store 10000 elements:
0: It Cyclic cipher: ciphered_text = x, deciphered_text = a, Division = 97.0
331: It Number cipher: ciphered_text =  904051024610216726336563015248, deciphered_text = eccefaedqfivhagrg, function_result = 103.47058823529412
332: It Cyclic cipher: ciphered_text = av, deciphered_text = je, Division = 103.5
333: It Symbols cipher: ciphered_text = gevsil, deciphered_text = lfejge, function_result = 103.5
334: It Cyclic cipher: ciphered_text = vy, deciphered_text = fi, Division = 103.5
335: It Cyclic cipher: ciphered_text = wzba, deciphered_text = xacb, Division = 103.5
336: It Symbols cipher: ciphered_text = nwib, deciphered_text = fegl, function_result = 103.5
337: It Cyclic cipher: ciphered_text = yf, deciphered_text = dk, Division = 103.5
338: It Cyclic cipher: ciphered_text = uf, deciphered_text = bm, Division = 103.5
339: It Symbols cipher: ciphered_text = qbxx, deciphered_text = raef, function_result = 103.5
340: It Symbols cipher: ciphered_text = wemgnwam, deciphered_text = ohhkdcaj, function_result = 103.5
341: It Symbols cipher: ciphered_text = faip, deciphered_text = fbpf, function_result = 103.5
342: It Cyclic cipher: ciphered_text = jy, deciphered_text = mb, Division = 103.5
343: It Cyclic cipher: ciphered_text = vjwc, deciphered_text = bpci, Division = 103.5
344: It Symbols cipher: ciphered_text = vcjb, deciphered_text = chod, function_result = 103.5
345: It Symbols cipher: ciphered_text = yokz, deciphered_text = hjhd, function_result = 103.5
346: It Cyclic cipher: ciphered_text = egzcevyag, deciphered_text = jlehjadfl, Division = 103.55555555555556
347: It Symbols cipher: ciphered_text = ajsyzfb, deciphered_text = dmdrbge, function_result = 103.57142857142857
348: It Number cipher: ciphered_text =  4031210781486428726442872242856, deciphered_text = gqadggxcihackaffn, function_result = 103.58823529411765
349: It Symbols cipher: ciphered_text = fwyiq, deciphered_text = aljlc, function_result = 103.6
350: It Symbols cipher: ciphered_text = yxamt, deciphered_text = aacor, function_result = 103.6
351: It Symbols cipher: ciphered_text = xzmjw, deciphered_text = gfjdk, function_result = 103.6
352: It Cyclic cipher: ciphered_text = zgnvdzzz, deciphered_text = elsaieee, Division = 103.625
353: It Cyclic cipher: ciphered_text = acwucpzx, deciphered_text = gicaivfd, Division = 103.625
354: It Cyclic cipher: ciphered_text = qrmzsrfsy, deciphered_text = abwjcbpci, Division = 103.66666666666667
355: It Symbols cipher: ciphered_text = avr, deciphered_text = fjg, function_result = 103.66666666666667
356: It Cyclic cipher: ciphered_text = acahkd, deciphered_text = dfdkng, Division = 103.66666666666667
357: It Symbols cipher: ciphered_text = ocv, deciphered_text = kge, function_result = 103.66666666666667
358: It Symbols cipher: ciphered_text = nirrmk, deciphered_text = gufaja, function_result = 103.66666666666667
359: It Symbols cipher: ciphered_text = qtk, deciphered_text = bof, function_result = 103.66666666666667
360: It Symbols cipher: ciphered_text = bdt, deciphered_text = lch, function_result = 103.66666666666667
361: It Cyclic cipher: ciphered_text = xsb, deciphered_text = hcl, Division = 103.66666666666667
362: It Symbols cipher: ciphered_text = mjc, deciphered_text = tab, function_result = 103.66666666666667
363: It Symbols cipher: ciphered_text = kbv, deciphered_text = nfc, function_result = 103.66666666666667
364: It Symbols cipher: ciphered_text = itpxhjfzz, deciphered_text = fggaavqfb, function_result = 103.66666666666667
365: It Cyclic cipher: ciphered_text = yoc, deciphered_text = aqe, Division = 103.66666666666667
366: It Cyclic cipher: ciphered_text = ywz, deciphered_text = hfi, Division = 103.66666666666667
367: It Symbols cipher: ciphered_text = akx, deciphered_text = ejh, function_result = 103.66666666666667
368: It Symbols cipher: ciphered_text = ezv, deciphered_text = acs, function_result = 103.66666666666667
369: It Cyclic cipher: ciphered_text = qab, deciphered_text = rbc, Division = 103.66666666666667
370: It Number cipher: ciphered_text =  12710045490564106421548, deciphered_text = mcklbkhbhejhg, function_result = 103.6923076923077
371: It Cyclic cipher: ciphered_text = zsqdrey, deciphered_text = jcanboi, Division = 103.71428571428571
372: It Symbols cipher: ciphered_text = ppwfwhi, deciphered_text = qidpadc, function_result = 103.71428571428571
373: It Symbols cipher: ciphered_text = qqww, deciphered_text = brbi, function_result = 103.75
374: It Symbols cipher: ciphered_text = qkxc, deciphered_text = qbeg, function_result = 103.75
375: It Symbols cipher: ciphered_text = enod, deciphered_text = cari, function_result = 103.75
376: It Cyclic cipher: ciphered_text = szga, deciphered_text = tahb, Division = 103.75
377: It Symbols cipher: ciphered_text = vrux, deciphered_text = gqbe, function_result = 103.75
378: It Symbols cipher: ciphered_text = zddyzndq, deciphered_text = fcplgcgh, function_result = 103.75
379: It Symbols cipher: ciphered_text = rpzc, deciphered_text = kehg, function_result = 103.75
380: It Cyclic cipher: ciphered_text = rjwqryraf, deciphered_text = btgabibkp, Division = 103.77777777777777
381: It Symbols cipher: ciphered_text = wkkbxczdz, deciphered_text = cavalcufa, function_result = 103.77777777777777
382: It Cyclic cipher: ciphered_text = rgzzu, deciphered_text = apiid, Division = 103.8
383: It Symbols cipher: ciphered_text = qckfpxkqzz, deciphered_text = dhgqhibgke, function_result = 103.8
384: It Symbols cipher: ciphered_text = tqlcu, deciphered_text = hagni, function_result = 103.8
385: It Symbols cipher: ciphered_text = kygkl, deciphered_text = kcqga, function_result = 103.8
386: It Symbols cipher: ciphered_text = ksksh, deciphered_text = jpcbh, function_result = 103.8
387: It Symbols cipher: ciphered_text = jxbumo, deciphered_text = audlah, function_result = 103.83333333333333
388: It Symbols cipher: ciphered_text = acalipq, deciphered_text = yaciahh, function_result = 103.85714285714286
389: It Cyclic cipher: ciphered_text = zkgbxuz, deciphered_text = fqmhdaf, Division = 103.85714285714286
390: It Cyclic cipher: ciphered_text = fvfuafc, deciphered_text = lblagli, Division = 103.85714285714286
391: It Symbols cipher: ciphered_text = evbjluk, deciphered_text = aexmbdf, function_result = 103.85714285714286
392: It Symbols cipher: ciphered_text = thpqqxd, deciphered_text = bgcofgo, function_result = 103.85714285714286
393: It Symbols cipher: ciphered_text = ybtsglnj, deciphered_text = zegagcbl, function_result = 103.875
394: It Symbols cipher: ciphered_text = qnraekptt, deciphered_text = qeambeauf, function_result = 103.88888888888889
395: It Cyclic cipher: ciphered_text = turstnmdtv, deciphered_text = cdabcwvmce, Division = 103.9
396: It Number cipher: ciphered_text =  728363015130123012566, deciphered_text = ifmdgkcqfaii, function_result = 103.91666666666667
397: It Cyclic cipher: ciphered_text = fz, deciphered_text = ke, Division = 104.0
398: It Cyclic cipher: ciphered_text = d, deciphered_text = h, Division = 104.0
399: It Cyclic cipher: ciphered_text = d, deciphered_text = h, Division = 104.0
400: It Cyclic cipher: ciphered_text = c, deciphered_text = h, Division = 104.0
401: It Cyclic cipher: ciphered_text = z, deciphered_text = h, Division = 104.0
402: It Cyclic cipher: ciphered_text = fusf, deciphered_text = ncan, Division = 104.0
403: It Cyclic cipher: ciphered_text = sbe, deciphered_text = ajm, Division = 104.0
404: It Symbols cipher: ciphered_text = hburqxfk, deciphered_text = jdmnlfad, function_result = 104.0
405: It Cyclic cipher: ciphered_text = dakgwba, deciphered_text = eblhxcb, Division = 104.0
406: It Symbols cipher: ciphered_text = ybj, deciphered_text = ode, function_result = 104.0
407: It Cyclic cipher: ciphered_text = c, deciphered_text = h, Division = 104.0
408: It Symbols cipher: ciphered_text = nudd, deciphered_text = eikg, function_result = 104.0
409: It Symbols cipher: ciphered_text = uxpyu, deciphered_text = djiih, function_result = 104.0
410: It Cyclic cipher: ciphered_text = y, deciphered_text = h, Division = 104.0
411: It Cyclic cipher: ciphered_text = xczgfj, deciphered_text = bgdkjn, Division = 104.0
412: It Symbols cipher: ciphered_text = anmmcknv, deciphered_text = ghmjajhg, function_result = 104.0
413: It Cyclic cipher: ciphered_text = gqww, deciphered_text = qagg, Division = 104.0
414: It Cyclic cipher: ciphered_text = epz, deciphered_text = fqa, Division = 104.0
415: It Cyclic cipher: ciphered_text = d, deciphered_text = h, Division = 104.0
416: It Cyclic cipher: ciphered_text = csa, deciphered_text = lbj, Division = 104.0
417: It Cyclic cipher: ciphered_text = a, deciphered_text = h, Division = 104.0
418: It Symbols cipher: ciphered_text = bmvd, deciphered_text = kocc, function_result = 104.0
419: It Cyclic cipher: ciphered_text = lz, deciphered_text = nb, Division = 104.0
420: It Symbols cipher: ciphered_text = pdn, deciphered_text = hoa, function_result = 104.0
421: It Cyclic cipher: ciphered_text = ezdxx, deciphered_text = lgkee, Division = 104.0
422: It Symbols cipher: ciphered_text = vga, deciphered_text = kcj, function_result = 104.0
423: It Cyclic cipher: ciphered_text = yaoi, deciphered_text = acqk, Division = 104.0
424: It Cyclic cipher: ciphered_text = iww, deciphered_text = pdd, Division = 104.0
425: It Cyclic cipher: ciphered_text = jcy, deciphered_text = ngc, Division = 104.0
426: It Cyclic cipher: ciphered_text = fz, deciphered_text = ke, Division = 104.0
427: It Cyclic cipher: ciphered_text = eta, deciphered_text = mbi, Division = 104.0
428: It Cyclic cipher: ciphered_text = qe, deciphered_text = ao, Division = 104.0
429: It Symbols cipher: ciphered_text = pqrtl, deciphered_text = ebhlm, function_result = 104.0
430: It Cyclic cipher: ciphered_text = bsvmv, deciphered_text = jadud, Division = 104.0
431: It Cyclic cipher: ciphered_text = naezciq, deciphered_text = obfadjr, Division = 104.0
432: It Symbols cipher: ciphered_text = bhbatx, deciphered_text = aueajj, function_result = 104.0
433: It Cyclic cipher: ciphered_text = awe, deciphered_text = hdl, Division = 104.0
434: It Cyclic cipher: ciphered_text = yhapa, deciphered_text = bkdsd, Division = 104.0
435: It Cyclic cipher: ciphered_text = fcpmyhfba, deciphered_text = heroajhdc, Division = 104.0
436: It Cyclic cipher: ciphered_text = a, deciphered_text = h, Division = 104.0
437: It Cyclic cipher: ciphered_text = b, deciphered_text = h, Division = 104.0
438: It Cyclic cipher: ciphered_text = saz, deciphered_text = ckj, Division = 104.0
439: It Cyclic cipher: ciphered_text = ye, deciphered_text = ek, Division = 104.0
440: It Cyclic cipher: ciphered_text = uxjwuhzw, deciphered_text = cfrecphe, Division = 104.0
441: It Cyclic cipher: ciphered_text = zjixh, deciphered_text = cmlak, Division = 104.0
442: It Symbols cipher: ciphered_text = ixbtk, deciphered_text = fgjel, function_result = 104.0
443: It Cyclic cipher: ciphered_text = y, deciphered_text = h, Division = 104.0
444: It Cyclic cipher: ciphered_text = wpts, deciphered_text = exba, Division = 104.0
445: It Cyclic cipher: ciphered_text = f, deciphered_text = h, Division = 104.0
446: It Cyclic cipher: ciphered_text = wre, deciphered_text = gbo, Division = 104.0
447: It Symbols cipher: ciphered_text = xvumkfto, deciphered_text = ddhlknja, function_result = 104.0
448: It Cyclic cipher: ciphered_text = dja, deciphered_text = gmd, Division = 104.0
449: It Symbols cipher: ciphered_text = kikymkwcpe, deciphered_text = necdiqubcc, function_result = 104.1
450: It Cyclic cipher: ciphered_text = ktxyetxj, deciphered_text = raeflaeq, Division = 104.125
451: It Symbols cipher: ciphered_text = swjteua, deciphered_text = knbammc, function_result = 104.14285714285714
452: It Symbols cipher: ciphered_text = rlbdisl, deciphered_text = fdcdwgj, function_result = 104.14285714285714
453: It Symbols cipher: ciphered_text = zoqyba, deciphered_text = glmjdc, function_result = 104.16666666666667
454: It Cyclic cipher: ciphered_text = bcnsyz, deciphered_text = depuab, Division = 104.16666666666667
455: It Symbols cipher: ciphered_text = aolnxv, deciphered_text = bhwadk, function_result = 104.16666666666667
456: It Cyclic cipher: ciphered_text = wvakwfzqix, deciphered_text = bafpbkevnc, Division = 104.2
457: It Symbols cipher: ciphered_text = vabiurqilu, deciphered_text = gepldcddri, function_result = 104.2
458: It Cyclic cipher: ciphered_text = bvvaf, deciphered_text = jddin, Division = 104.2
459: It Symbols cipher: ciphered_text = ohmgncazn, deciphered_text = dfygneece, function_result = 104.22222222222223
460: It Symbols cipher: ciphered_text = gvnk, deciphered_text = gctc, function_result = 104.25
461: It Cyclic cipher: ciphered_text = amwb, deciphered_text = frbg, Division = 104.25
462: It Symbols cipher: ciphered_text = sgkl, deciphered_text = dblo, function_result = 104.25
463: It Cyclic cipher: ciphered_text = qwfw, deciphered_text = uaja, Division = 104.25
464: It Number cipher: ciphered_text =  244230244848726423401189, deciphered_text = kkcbkdmeafimlo, function_result = 104.28571428571429
465: It Cyclic cipher: ciphered_text = srsluky, deciphered_text = babudth, Division = 104.28571428571429
466: It Cyclic cipher: ciphered_text = ihfbkkd, deciphered_text = jigclle, Division = 104.28571428571429
467: It Cyclic cipher: ciphered_text = uufxqyd, deciphered_text = eephain, Division = 104.28571428571429
468: It Number cipher: ciphered_text =  2241654504141536702066143207, deciphered_text = mhgpxfbhhndbbdaeq, function_result = 104.29411764705883
469: It Symbols cipher: ciphered_text = dfn, deciphered_text = ild, function_result = 104.33333333333333
470: It Symbols cipher: ciphered_text = wtc, deciphered_text = naj, function_result = 104.33333333333333
471: It Symbols cipher: ciphered_text = pvx, deciphered_text = afr, function_result = 104.33333333333333
472: It Symbols cipher: ciphered_text = afy, deciphered_text = kgg, function_result = 104.33333333333333
473: It Symbols cipher: ciphered_text = uamooi, deciphered_text = jjaibr, function_result = 104.33333333333333
474: It Symbols cipher: ciphered_text = fcg, deciphered_text = dep, function_result = 104.33333333333333
475: It Cyclic cipher: ciphered_text = ayu, deciphered_text = kie, Division = 104.33333333333333
476: It Symbols cipher: ciphered_text = xthzplqdi, deciphered_text = akqacmeio, function_result = 104.33333333333333
477: It Cyclic cipher: ciphered_text = ydj, deciphered_text = chn, Division = 104.33333333333333
478: It Cyclic cipher: ciphered_text = xxfyeb, deciphered_text = eemfli, Division = 104.33333333333333
479: It Cyclic cipher: ciphered_text = eabaez, deciphered_text = kghgkf, Division = 104.33333333333333
480: It Symbols cipher: ciphered_text = fzjlekxnp, deciphered_text = hwgdhdjch, function_result = 104.33333333333333
481: It Symbols cipher: ciphered_text = rba, deciphered_text = kjd, function_result = 104.33333333333333
482: It Symbols cipher: ciphered_text = lgjnmbvqa, deciphered_text = pcajcatfo, function_result = 104.33333333333333
483: It Number cipher: ciphered_text =  40403566163554648140103509056, deciphered_text = qfgdcdmpoiibeqdc, function_result = 104.375
484: It Symbols cipher: ciphered_text = lrwiazqw, deciphered_text = vdjaebct, function_result = 104.375
485: It Symbols cipher: ciphered_text = vebjeiyf, deciphered_text = dvjimdda, function_result = 104.375
486: It Cyclic cipher: ciphered_text = jepbeczb, deciphered_text = mhsehfce, Division = 104.375
487: It Cyclic cipher: ciphered_text = zsuty, deciphered_text = gzbaf, Division = 104.4
